0, 02-05-2020 23:13:10, Hardware monitoring log v1.5 ,,,,,,,
1, 02-05-2020 23:13:10, GeForce GTX 650,,,,,,,
2, 02-05-2020 23:13:10, GPU usage           ,Memory usage        ,CPU usage           ,RAM usage           ,Framerate           ,Frametime           ,,
3, 02-05-2020 23:13:10,0,%                   ,0,100,10,                    ,                    ,
3, 02-05-2020 23:13:10,1,MB                  ,0,8192,10,                    ,                    ,
3, 02-05-2020 23:13:10,2,%                   ,0,100,10,                    ,                    ,
3, 02-05-2020 23:13:10,3,MB                  ,0,16384,10,                    ,                    ,
3, 02-05-2020 23:13:10,4,FPS                 ,0,200,10,                    ,                    ,
3, 02-05-2020 23:13:10,5,ms                  ,0,50,10,                    ,                    ,
80, 02-05-2020 23:13:11,4,135.27,28.906,2558,N/A                 ,0,,
80, 02-05-2020 23:13:12,2,135.645,29.297,2572,N/A                 ,0,,
80, 02-05-2020 23:13:13,0,135.27,26.172,2576,N/A                 ,0,,
80, 02-05-2020 23:13:14,2,135.27,26.172,2579,N/A                 ,0,,
80, 02-05-2020 23:13:15,1,135.27,26.172,2584,N/A                 ,0,,
80, 02-05-2020 23:13:16,1,144.895,43.427,2633,N/A                 ,0,,
80, 02-05-2020 23:13:17,36,148.391,67.969,2669,2898.4,7.427,," 9,34"
80, 02-05-2020 23:13:18,29,148.391,62.109,2683,2462.7,1.435,,"33,07"
80, 02-05-2020 23:13:19,23,148.391,60.739,2686,1968.4,2.188,,"33,07"
80, 02-05-2020 23:13:20,24,148.391,58.594,2694,1696.9,1.838,,"33,14"
80, 02-05-2020 23:13:21,22,148.391,55.469,2688,1503.2,1.772,,"33,14"
80, 02-05-2020 23:13:22,39,148.391,55.078,2699,1313.4,1.774,,"33,16"
80, 02-05-2020 23:13:23,37,148.391,52.734,2700,1172.6,1.968,,"33,16"
80, 02-05-2020 23:13:24,35,148.391,53.516,2702,1057.3,4.057,,"29,64"
80, 02-05-2020 23:13:25,33,148.391,54.745,2704,981,1.936,,"29,63"
80, 02-05-2020 23:13:26,32,148.391,55.401,2717,897.7,2.108,,"29,63"
80, 02-05-2020 23:13:27,30,148.391,57.422,2731,821,2.391,,"29,63"
80, 02-05-2020 23:13:28,29,148.391,55.078,2724,755.9,2.737,,"29,63"
80, 02-05-2020 23:13:29,29,149.516,54.688,2719,707.4,0,,"29,63"
80, 02-05-2020 23:13:30,27,149.516,50.391,2718,673.2,0,,"29,66"
80, 02-05-2020 23:13:31,27,149.516,52.734,2732,634.4,0,,"29,66"
80, 02-05-2020 23:13:32,26,149.516,51.953,2733,600.1,0,,"29,66"
80, 02-05-2020 23:13:33,25,146.828,75.344,2759,533.5,6.149,,"29,66"
80, 02-05-2020 23:13:34,53,146.828,54.844,2751,537.9,3.111,,"29,67"
80, 02-05-2020 23:13:35,52,146.828,53.125,2756,515.6,3.605,,"29,67"
80, 02-05-2020 23:13:36,45,146.828,50.781,2757,488.5,3.024,,"29,67"
80, 02-05-2020 23:13:37,47,146.828,48.43,2762,467.7,3.672,,"29,71"
80, 02-05-2020 23:13:38,53,146.828,48.828,2762,457.3,4.452,,"29,72"
80, 02-05-2020 23:13:39,48,146.828,52.808,2774,439.7,3.765,,"29,72"
80, 02-05-2020 23:13:40,44,146.828,53.516,2768,413.5,7.994,,"29,72"
80, 02-05-2020 23:13:41,45,146.328,57.813,2774,403.2,0,,"29,72"
